tyear,tmonth,period,moneySupply_M3,cbnBills,moneySupply_M2,quasiMoney,narrowMoney,currencyOutsideBanks,demandDeposits,netForeignAssets,netDomesticAssets,netDomesticCredit,creditToGovernment,creditToGovernmentFed,mirrorAccounts,creditToPrivateSector,otherAssetsNet,baseMoney,currencyInCirculation,bankReserves,specialInterventionReserves
1994,10,October 1994,-,-,251070.65,98341.00,152729.65,71293.75,81435.90,33932.49,217138.36,350791.46,201061.53,-,-,149729.93,-133653.10,116551.95,75934.35,40617.60,-
1994,9,September 1994,-,-,242799.24,100022.30,142776.94,68182.89,74594.05,34978.21,207821.03,346953.23,201975.98,-,-,144977.25,-139132.20,126961.99,72200.69,54761.30,-
1994,8,August 1994,-,-,233050.69,97187.30,135863.39,64993.52,70869.88,34666.53,198384.16,361480.23,213501.80,-,-,147978.43,-163096.07,135845.82,69640.82,66205.00,-
1994,7,July 1994,-,-,224554.66,95534.50,129020.16,58657.04,70363.13,50759.51,173795.25,336021.34,186156.16,-,-,149865.18,-162226.09,112946.34,62574.64,50371.70,-
1994,6,June 1994,-,-,228264.76,96713.60,131551.16,55790.83,75760.33,52324.04,175940.72,344220.79,200380.57,-,-,143840.21,-168280.07,118573.93,59815.73,58758.20,-
1994,5,May 1994,-,-,219594.19,89980.90,129613.29,54739.08,74874.21,51840.44,167753.75,345425.05,200507.53,-,-,144917.52,-177671.30,116648.28,59084.28,57564.00,-
1994,4,April 1994,-,-,211444.16,89006.80,122437.36,54132.82,68304.54,52121.31,159323.05,351377.97,207459.63,-,-,143918.34,-192054.92,137007.22,57812.22,79195.00,-
1994,3,March 1994,-,-,208201.79,89616.30,118585.49,54731.91,63853.58,55002.14,153199.56,333968.05,196487.72,-,-,137480.33,-180768.49,139615.41,57910.71,81704.70,-
1994,2,February 1994,-,-,211710.87,89129.80,122581.07,53708.64,68872.44,55171.18,156539.69,334930.71,206718.18,-,-,128212.54,-178391.02,130608.24,57835.14,72773.10,-
1994,1,January 1994,-,-,208020.46,86313.50,121706.96,54675.83,67031.13,55241.50,152779.06,300056.73,173401.50,-,-,126655.23,-147277.67,102393.43,58864.73,43528.70,-
1993,12,December 1993,-,-,198479.20,79725.80,118753.40,57845.07,60908.33,63559.13,134919.97,280657.57,185167.91,-,-,95489.66,-145737.60,107059.27,62570.97,44488.30,-
1993,11,November 1993,-,-,191591.22,85276.90,106314.32,53064.04,53250.28,62183.54,129407.68,244774.54,85835.15,-,-,158939.39,-115366.86,100915.74,56744.24,44171.50,-
1993,10,October 1993,-,-,186764.61,83624.80,103139.81,50907.25,52232.55,64241.62,122522.98,240850.52,85225.16,-,-,155625.36,-118327.54,99190.65,54976.45,44214.20,-
1993,9,September 1993,-,-,176119.28,75235.80,100883.48,51650.51,49232.96,61685.12,114434.15,242332.63,87338.20,-,-,154994.44,-127898.48,100507.61,55361.21,45146.40,-
1993,8,August 1993,-,-,175633.63,71986.40,103647.23,53101.13,50546.10,63771.56,111861.97,231515.61,84563.83,-,-,146951.78,-119653.64,99819.33,56390.23,43429.10,-
1993,7,July 1993,-,-,166936.84,70886.20,96050.64,47301.14,48749.50,65430.84,101506.00,220585.03,72739.94,-,-,147845.09,-119079.03,92635.94,50241.24,42394.70,-
1993,6,June 1993,-,-,159451.38,68022.20,91429.18,44616.46,46812.72,64137.99,95313.39,205474.23,71209.25,-,-,134264.98,-110160.84,93221.16,47850.76,45370.40,-
1993,5,May 1993,-,-,153006.36,64417.20,88589.16,43747.12,44842.04,59172.40,93833.86,204013.71,75546.66,-,-,128467.05,-110179.85,92761.42,46643.12,46118.30,-
1993,4,April 1993,-,-,159111.03,63971.50,95139.53,41580.31,53559.22,63651.66,95459.37,203696.81,84521.29,-,-,119175.52,-108237.44,94448.21,44622.21,49826.00,-
1993,3,March 1993,-,-,146571.85,64146.10,82425.75,39172.47,43253.28,46418.28,100153.57,183437.12,83980.27,-,-,99456.86,-83283.55,91160.77,42858.67,48302.10,-
1993,2,February 1993,-,-,137959.78,61390.60,76569.18,35812.47,40756.70,45742.38,92217.50,180516.73,78001.97,-,-,102514.75,-88299.23,76239.97,38580.37,37659.60,-
1993,1,January 1993,-,-,132439.82,58219.30,74220.52,35940.76,38279.76,39614.95,92824.89,171986.77,90299.12,-,-,81687.64,-79161.88,77642.96,38709.66,38933.30,-
1992,1992, 1992,-,-,129085.47,53115.20,75970.27,36755.53,39214.74,35778.25,93307.19,171071.02,91112.10,-,-,79958.92,-77763.84,71865.93,39725.03,32140.90,-
1991,1991, 1991,-,-,87499.80,37428.10,50071.70,23120.60,26951.10,56045.30,31454.50,81705.00,39626.00,-,-,42079.00,-50250.50,29871.70,25331.20,4540.50,-
1990,1990, 1990,-,-,68662.50,29506.30,39156.20,14951.10,24205.10,43909.90,24752.60,58209.30,22772.70,-,-,35436.60,-33456.70,18341.00,16212.50,2128.50,-
1989,1989, 1989,-,-,47055.00,20786.20,26268.80,9760.60,16508.20,22524.30,24530.70,37004.20,7360.30,-,-,29643.90,-12473.50,11840.40,10722.40,1118.00,-
1988,1988, 1988,-,-,45446.90,23214.80,22232.10,9413.60,12818.50,9492.40,35954.50,54813.10,29340.60,-,-,25472.50,-18858.60,11740.60,10210.50,1530.10,-
1987,1987, 1987,-,-,33667.40,18471.70,15195.70,6298.60,8897.10,3700.50,29966.90,44140.00,22247.50,-,-,21892.50,-14173.10,8491.80,6854.90,1636.90,-
1986,1986, 1986,-,-,27389.80,13829.40,13560.40,5177.90,8382.50,5367.80,22022.00,37850.50,19550.60,-,-,18299.90,-15828.50,6666.40,5696.30,970.10,-
1985,1985, 1985,-,-,26277.60,12399.60,13878.00,4909.90,8968.10,1418.40,24859.20,34462.60,20323.60,-,-,14139.00,-9603.40,5715.10,5375.00,340.10,-
1984,1984, 1984,-,-,23370.00,10872.90,12497.10,4883.50,7613.60,1110.70,22259.30,32020.60,19125.30,-,-,12895.30,-9761.30,5915.60,5347.20,568.40,-
1983,1983, 1983,-,-,20879.10,9361.30,11517.80,4842.80,6675.00,501.40,20377.70,28687.90,16450.10,-,-,12237.80,-8310.20,6109.50,5299.30,810.20,-
1982,1982, 1982,-,-,18093.60,7801.80,10291.80,4222.50,6069.30,888.10,17205.50,22272.00,10660.60,-,-,11611.40,-5066.50,5784.50,4728.90,1055.60,-
1981,1981, 1981,-,-,16161.70,6246.40,9915.30,3861.90,6053.40,2585.00,13576.70,16203.40,6532.90,-,-,9670.50,-2626.70,5026.10,4347.70,678.40,-
1980,1980, 1980,-,-,15100.00,5449.30,9650.70,3185.90,6464.80,5622.00,9478.00,11025.60,3567.80,-,-,7457.80,-1547.60,4797.50,3589.50,1208.00,-
1979,1979, 1979,-,-,10224.60,3873.10,6351.50,2350.80,4000.70,3232.20,6992.40,8765.20,3365.60,-,-,5399.60,-1772.80,3083.40,2703.40,380.00,-
1978,1978, 1978,-,-,7985.40,2724.70,5260.70,2157.20,3103.50,1192.90,6792.50,7017.40,2504.40,-,-,4513.00,-224.90,2898.60,2381.70,516.90,-
1977,1977, 1977,-,-,7898.80,2341.00,5557.80,1940.80,3617.00,2722.30,5176.50,5162.20,1353.80,-,-,3808.40,14.30,2792.60,2162.60,630.00,-
1976,1976, 1976,-,-,5905.10,2041.00,3864.10,1351.20,2512.90,3170.20,2734.90,3309.90,845.50,-,-,2464.40,-575.00,2445.20,1540.00,905.20,-
1975,1975, 1975,-,-,4241.20,1635.80,2605.40,1030.70,1574.70,3533.20,708.00,1217.90,-453.90,-,-,1671.80,-509.90,1859.40,1155.50,703.90,-
1974,1974, 1974,-,-,2352.30,995.10,1357.20,569.90,787.30,3492.50,-1140.20,-310.30,-1277.00,-,-,966.70,-829.90,744.10,638.70,105.40,-
1973,1973, 1973,-,-,1522.50,596.70,925.80,435.90,489.90,403.00,1119.50,1316.90,563.30,-,-,753.60,-197.40,501.70,486.30,15.40,-
1972,1972, 1972,-,-,1214.90,467.50,747.40,385.20,362.20,229.50,985.40,1235.00,606.30,-,-,628.70,-249.60,428.90,414.00,14.90,-
1971,1971, 1971,-,-,1041.80,371.80,670.00,354.40,315.60,267.50,774.30,1099.20,597.20,-,-,502.00,-324.90,392.80,386.40,6.40,-
1970,1970, 1970,-,-,978.20,336.70,641.50,342.40,299.10,128.15,850.00,1120.30,768.60,-,-,351.70,-270.30,388.90,370.40,18.50,-
1969,1969, 1969,-,-,660.40,215.41,444.99,252.71,192.28,87.80,572.59,761.94,512.19,-,-,249.74,-189.34,277.91,273.23,4.68,-
1968,1968, 1968,-,-,515.31,183.55,331.76,183.10,148.67,64.16,451.16,574.25,351.41,-,-,222.84,-123.09,205.67,202.16,3.51,-
1967,1967, 1967,-,-,451.34,131.24,320.09,207.42,112.67,46.72,404.61,432.86,191.35,-,-,241.51,-28.25,226.73,220.95,5.78,-
1966,1966, 1966,-,-,518.14,162.52,355.62,217.17,138.45,126.49,391.65,381.74,136.18,-,-,245.56,9.91,239.87,236.51,3.36,-
1965,1965, 1965,-,-,467.37,141.02,326.36,200.94,125.41,154.60,312.78,313.09,80.48,-,-,232.61,-0.31,220.48,217.89,2.60,-
1964,1964, 1964,-,-,430.49,114.43,316.06,197.89,118.17,124.89,305.59,306.08,83.13,-,-,222.96,-0.49,217.02,214.71,2.31,-
1963,1963, 1963,-,-,361.82,94.27,267.55,168.98,98.57,133.45,228.37,237.57,67.07,-,-,170.50,-9.20,185.46,183.30,2.16,-
1962,1962, 1962,-,-,325.43,83.29,242.14,149.96,92.18,156.34,169.09,187.00,38.22,-,-,148.78,-17.91,177.51,174.66,2.85,-
1961,1961, 1961,-,-,292.83,70.51,222.32,138.20,84.12,163.63,129.20,143.77,26.64,-,-,117.13,-14.56,166.96,160.19,6.76,-
1960,1960, 1960,-,-,272.40,54.79,217.61,135.32,82.28,150.28,122.12,117.63,8.30,-,-,109.33,4.49,157.05,154.15,2.90,-
