tyear,tmonth,period,moneySupply_M3,cbnBills,moneySupply_M2,quasiMoney,narrowMoney,currencyOutsideBanks,demandDeposits,netForeignAssets,netDomesticAssets,netDomesticCredit,creditToGovernment,creditToGovernmentFed,mirrorAccounts,creditToPrivateSector,otherAssetsNet,baseMoney,currencyInCirculation,bankReserves,specialInterventionReserves
2006,12,December 2006,-,-,4027901.70,1747252.80,2280648.90,650943.60,1629705.30,6307859.30,-2279957.60,714205.70,-1936615.70,-,-,2650821.50,-2994163.30,974903.92,779254.20,195649.76,-
2006,11,November 2006,-,-,4557557.20,2122317.40,2435239.80,567273.60,1867966.20,6694599.20,-2137042.00,1062510.80,-1589697.20,-,-,2652208.00,-3199552.80,799978.93,669521.00,130457.92,-
2006,10,October 2006,-,-,4730662.80,2162328.80,2568334.10,520905.80,2047428.20,6527326.70,-1796663.80,1739878.60,-894120.90,-,-,2633999.40,-3536542.40,771464.22,629511.20,141953.05,-
2006,9,September 2006,-,-,4320672.30,1991679.20,2328993.10,524351.90,1804641.20,5718702.30,-1398029.90,2336533.40,-235144.70,-,-,2571678.00,-3734563.30,815950.15,615140.90,200809.25,-
2006,8,August 2006,-,-,4189053.50,1952472.60,2236580.90,504805.60,1731775.30,5500396.00,-1311342.50,2458387.90,-84417.30,-,-,2542805.20,-3769730.40,838151.00,609346.60,228804.40,-
2006,7,July 2006,-,-,4109850.40,1854701.00,2255149.40,511172.60,1743976.90,5719055.40,-1609205.00,2229906.10,-154889.20,-,-,2384795.40,-3839111.10,796129.90,606859.50,189270.40,-
2006,6,June 2006,-,-,3911821.50,1694890.00,2216931.50,514609.10,1702322.40,5568810.00,-1656988.50,2664489.90,360789.40,-,-,2303700.50,-4321478.40,797640.40,602829.00,194811.40,-
2006,5,May 2006,-,-,3684404.50,1605832.30,2078572.20,520662.30,1557909.90,5428060.10,-1743655.60,2359847.20,8761.30,-,-,2351085.90,-4103502.80,852357.60,611224.30,241133.30,-
2006,4,April 2006,-,-,3540703.60,1514629.80,2026073.80,527021.20,1499052.50,4683522.20,-1142818.60,2696782.20,523023.30,-,-,2173758.90,-3839600.80,805514.00,610130.30,195383.70,-
2006,3,March 2006,-,-,3307667.90,1470197.40,1837470.40,479967.20,1357503.20,5108959.90,-1801292.00,2598849.00,471892.30,-,-,2126956.60,-4400141.00,728888.70,563713.00,165175.70,-
2006,2,February 2006,-,-,2227472.80,832887.10,1394585.60,524540.50,870045.10,4405298.00,-2177825.20,1293706.70,179810.70,-,-,1113895.90,-3471531.90,720608.39,561626.40,158981.99,-
2006,1,January 2006,-,-,2967139.50,1246501.30,1720638.20,478452.10,1242186.10,4675564.90,-1708425.40,2399397.60,417689.80,-,-,1981707.70,-4107823.00,705528.26,572747.40,132780.86,-
2005,12,December 2005,-,-,2814846.10,1089450.30,1725395.80,563232.00,1162163.80,4098471.90,-1283625.80,2313387.70,306031.90,-,-,2007355.80,-3597013.50,762788.00,642388.20,120399.80,-
2005,11,November 2005,-,-,2664644.80,1184211.30,1480433.50,465813.90,1014619.60,3595140.30,-930495.50,2369452.10,337886.70,-,-,2031565.40,-3299947.60,701472.50,547297.20,154175.30,-
2005,10,October 2005,-,-,2699799.60,1185284.30,1514515.30,442183.20,1072332.10,3119303.60,-419504.00,2449799.20,512767.90,-,-,1937031.30,-2869303.20,668897.49,520458.20,148439.29,-
2005,9,September 2005,-,-,2772993.10,1215986.00,1557007.10,444632.00,1112375.10,4003941.60,-1230948.50,2589269.20,603058.00,-,-,1986211.20,-3820217.70,808588.00,513373.40,295214.60,-
2005,8,August 2005,-,-,2775685.60,1240921.10,1534764.50,426510.10,1108254.40,3554918.30,-779232.70,2516113.30,575651.00,-,-,1940462.30,-3295346.00,821745.70,507967.50,313778.20,-
2005,7,July 2005,-,-,2803529.60,1288524.30,1515005.30,434636.20,1080369.10,3493901.00,-690371.40,2410180.10,502437.30,-,-,1907742.80,-3100551.50,800375.10,501726.90,298648.20,-
2005,6,June 2005,-,-,2691297.00,1237064.40,1454232.60,415969.10,1038263.50,3397866.60,-706569.70,2182494.20,341727.80,-,-,1840766.40,-2889063.90,747928.80,494944.30,252984.50,-
2005,5,May 2005,-,-,2566100.60,1123385.00,1442715.60,420317.10,1022398.50,3168034.20,-601933.60,2382602.20,593455.70,-,-,1789146.50,-2984535.80,721060.50,495631.20,225429.30,-
2005,4,April 2005,-,-,2503988.40,1099096.20,1404892.20,432528.90,972363.30,3141076.90,-637088.50,2303433.10,580531.40,-,-,1722901.70,-2940521.60,716933.10,505064.00,211869.10,-
2005,3,March 2005,-,-,2568065.30,1098485.40,1469579.90,429062.10,1040517.80,3140484.50,-572419.10,2259983.10,593223.00,-,-,1666760.10,-2832402.20,736688.20,512839.30,223848.90,-
2005,2,February 2005,-,-,2444112.40,1049140.90,1394971.50,421947.00,973024.50,3009891.90,-565779.50,2150906.70,527629.60,-,-,1623277.20,-2716686.20,717582.00,502510.50,215071.50,-
2005,1,January 2005,-,-,2349890.30,976806.20,1373084.10,431542.30,941541.80,2748358.00,-398467.70,2138400.70,530942.30,-,-,1607458.40,-2536868.40,709011.50,522328.00,186683.50,-
2004,12,December 2004,-,-,2263587.90,932930.10,1330657.80,458586.50,872071.30,2644672.70,-381084.80,2020173.30,485725.50,-,-,1534447.80,-2401258.10,732310.30,545803.00,186507.30,-
2004,11,November 2004,-,-,2269179.30,944491.30,1324688.00,407635.90,917052.10,2512937.10,-243757.80,2005597.50,462484.40,-,-,1543113.10,-2249355.30,687397.10,493522.50,193874.60,-
2004,10,October 2004,-,-,2231973.60,941519.70,1290453.90,388910.70,901543.20,2254073.40,-22099.80,1949582.90,425336.50,-,-,1524246.40,-1971682.70,645376.10,459390.60,185985.50,-
2004,9,September 2004,-,-,2156836.10,893923.70,1262912.40,385657.70,877254.70,2010641.80,146194.30,1942371.60,453025.10,-,-,1489346.50,-1796177.30,650498.10,457977.80,192520.30,-
2004,8,August 2004,-,-,2141896.80,898881.80,1243015.00,380340.10,862674.90,2072401.30,69495.50,1889831.40,424358.50,-,-,1465472.90,-1820335.90,657218.60,459707.40,197511.20,-
2004,7,July 2004,-,-,2123061.20,896675.50,1226385.70,371623.90,854761.80,1978979.20,144082.00,1932953.80,470001.00,-,-,1462952.80,-1788871.80,652283.30,457159.40,195123.90,-
2004,6,June 2004,-,-,2113281.40,898446.50,1214834.90,373071.80,841763.10,1829690.00,283591.40,1847585.30,453804.40,-,-,1393780.90,-1563993.90,654508.20,456306.80,198201.40,-
2004,5,May 2004,-,-,2105957.60,918879.00,1187078.60,374784.60,812294.00,1618253.70,487703.90,2004161.10,599207.70,-,-,1404953.40,-1516457.20,633317.40,454376.10,178941.30,-
2004,4,April 2004,-,-,2089655.80,911186.80,1178469.00,385537.60,792931.40,1550726.30,538929.50,1966783.50,598317.80,-,-,1368465.70,-1427854.00,657222.60,461326.20,195896.40,-
2004,3,March 2004,-,-,2106238.60,904698.40,1201540.20,384336.80,817203.40,1570567.60,535671.00,1821092.00,499985.60,-,-,1321106.40,-1285421.00,635003.90,466494.40,168509.50,-
2004,2,February 2004,-,-,2062656.10,874607.40,1188048.70,381953.70,806095.00,1543072.70,519583.40,1905395.10,614633.20,-,-,1290761.90,-1385811.70,631826.80,465705.90,166120.90,-
2004,1,January 2004,-,-,1917503.40,796278.80,1121224.60,405916.80,715307.80,1412645.40,504858.00,1927552.20,666231.60,-,-,1261320.60,-1422694.20,663224.70,480175.00,183049.70,-
2003,12,December 2003,-,-,1985191.80,759632.50,1225559.30,412155.20,813404.10,1388233.80,596958.10,1803938.10,591944.70,-,-,1211993.40,-1206980.00,688652.53,502254.50,186398.03,-
2003,11,November 2003,-,-,2079576.60,765971.20,1313605.40,365642.60,947962.80,1352225.90,727350.70,1804657.80,584765.70,-,-,1219892.10,-1077307.10,670693.50,451111.10,219582.40,-
2003,10,October 2003,-,-,2071969.00,781801.70,1290167.30,367709.50,922457.80,1189307.50,882661.50,1875985.80,696507.40,-,-,1179478.40,-993324.30,671135.90,440692.90,230443.00,-
2003,9,September 2003,-,-,1981068.50,717040.20,1264028.30,362385.60,901642.70,1173900.50,807168.00,1690765.80,625658.70,-,-,1065107.10,-883597.80,642228.80,434581.90,207646.90,-
2003,8,August 2003,-,-,1972619.00,786594.10,1186024.90,369827.20,816197.70,1211302.20,761316.80,1778436.20,658466.20,-,-,1119970.00,-1017119.40,623343.90,439678.30,183665.60,-
2003,7,July 2003,-,-,1952426.10,821271.70,1131154.40,361031.90,770122.50,1191723.90,760702.20,1818431.10,713205.50,-,-,1105225.60,-1057728.90,634751.40,438432.50,196318.90,-
2003,6,June 2003,-,-,2124315.70,804586.90,1319728.80,382510.80,937218.00,1325852.20,798463.50,1671082.50,605045.70,-,-,1066036.80,-872619.00,653899.90,445156.20,208743.70,-
2003,5,May 2003,-,-,1857919.50,793105.30,1064814.20,372657.40,692156.80,1296243.60,561675.90,1498209.20,451614.80,-,-,1046594.40,-936533.30,702352.30,449923.20,252429.10,-
2003,4,April 2003,-,-,1966190.10,808385.80,1157804.30,403131.60,754672.70,1348949.20,617240.90,1428553.60,377021.50,-,-,1051532.10,-811312.70,677601.80,472750.30,204851.50,-
2003,3,March 2003,-,-,1918925.70,797376.20,1121549.50,368347.60,753201.90,1346526.90,572398.80,1454982.10,430656.40,-,-,1024325.70,-882583.30,610848.00,435138.60,175709.40,-
2003,2,February 2003,-,-,1778660.20,702109.10,1076551.10,363692.50,712858.60,1301531.50,477128.60,1572411.80,533881.50,-,-,1038530.30,-1095283.20,583625.70,434747.00,148878.70,-
2003,1,January 2003,-,-,1746192.10,693715.20,1052476.90,366389.20,686087.70,1213685.10,532507.00,1490512.10,460771.20,-,-,1029740.90,-958005.10,597286.90,441311.00,155975.90,-
2002,12,December 2002,-,-,1599494.60,653241.20,946253.40,386942.30,559311.10,1282215.50,317279.10,1329401.30,373639.20,-,-,955762.10,-1012122.20,591558.90,463153.00,128405.90,-
2002,11,November 2002,-,-,1610959.20,682624.00,928335.20,342411.40,585923.80,1403498.30,207460.90,1056147.60,59624.40,-,-,996523.20,-848686.70,567832.50,409275.80,158556.70,-
2002,10,October 2002,-,-,1691612.50,688981.50,1002631.00,319351.60,683279.40,1358783.70,332828.80,1162871.80,185454.70,-,-,977417.10,-830043.00,557069.90,385066.90,172003.00,-
2002,9,September 2002,-,-,1605419.10,671866.30,933552.80,306732.60,626820.20,1191616.30,413802.80,1180183.60,211558.10,-,-,968625.50,-766380.80,628762.90,371962.10,256800.80,-
2002,8,August 2002,-,-,1528379.10,643666.20,884712.90,294485.50,590227.40,971035.80,557343.30,1130873.50,222572.80,-,-,908300.70,-573530.20,575960.00,356527.30,219432.70,-
2002,7,July 2002,-,-,1503378.90,628644.90,874734.00,281151.00,593583.00,1232127.30,271251.60,1121807.10,144361.50,-,-,977445.60,-850555.50,603473.20,355100.50,248372.70,-
2002,6,June 2002,-,-,1502054.90,629960.80,872094.10,290092.20,582001.90,1248916.90,253138.00,1065957.00,126572.80,-,-,939384.20,-812819.00,596245.00,354374.60,241870.40,-
2002,5,May 2002,-,-,1442433.70,587623.60,854810.10,295013.40,559796.70,1272300.50,170133.20,1047547.00,129330.20,-,-,918216.80,-877413.80,584396.70,363246.00,221150.70,-
2002,4,April 2002,-,-,1435397.50,586150.40,849247.10,312645.90,536601.20,1278495.30,156902.20,1018432.10,116973.10,-,-,901459.00,-861529.90,627035.40,377085.70,249949.70,-
2002,3,March 2002,-,-,1423345.50,587422.50,835923.00,316169.50,519753.50,1326157.20,97188.30,1004845.60,111973.20,-,-,892872.40,-907657.30,644166.60,371129.60,273037.00,-
2002,2,February 2002,-,-,1381821.40,570440.00,811381.40,313363.40,498018.00,1206380.50,175440.90,946906.80,71116.90,-,-,875789.90,-771465.90,786959.60,377453.10,409506.50,-
2002,1,January 2002,-,-,1347265.60,543004.40,804261.20,322914.60,481346.60,1263916.30,83349.30,877273.70,23143.10,-,-,854130.60,-793924.40,665940.30,382148.20,283792.10,-
2001,12,December 2001,-,-,1315869.15,499161.50,816707.65,338671.18,478036.47,1347554.78,-31685.63,848992.80,-6006.53,-,-,854999.33,-880678.43,545881.95,403505.98,142375.98,-
2001,11,November 2001,-,-,1324715.10,525359.90,799355.20,306356.00,492999.20,1378716.70,-54001.60,889088.30,45327.90,-,-,843760.30,-943089.90,508603.40,361941.50,146661.90,-
2001,10,October 2001,-,-,1309696.60,543004.40,766692.20,288823.80,477868.40,1287553.40,22143.20,814185.50,-9852.30,-,-,824037.80,-792042.30,484818.30,348057.40,136760.90,-
2001,9,September 2001,-,-,1327624.70,553903.50,773721.20,285239.00,488482.20,1440539.70,-112915.00,805133.50,-27426.20,-,-,832559.70,-918048.50,494790.50,344165.60,150624.90,-
2001,8,August 2001,-,-,1254749.70,539053.30,715696.40,277674.60,438021.80,1389795.10,-135045.40,689305.80,-99606.50,-,-,788912.20,-824351.20,509045.10,342070.60,166974.50,-
2001,7,July 2001,-,-,1271785.00,514401.50,757383.50,286186.70,471196.80,1415320.70,-143535.70,713459.80,-63854.10,-,-,777313.90,-856995.50,481314.50,343924.70,137389.80,-
2001,6,June 2001,-,-,1263161.20,512019.10,751142.10,289771.80,461370.30,1398377.70,-135216.50,688660.20,-69914.30,-,-,758574.60,-823876.70,474523.20,340914.60,133608.60,-
2001,5,May 2001,-,-,1303536.40,510674.00,792862.40,287233.80,505628.60,1381423.90,-77887.60,730211.40,-10989.50,-,-,741201.00,-808099.00,481164.00,336287.70,144876.30,-
2001,4,April 2001,-,-,1289159.10,501768.00,787391.10,286697.40,500693.70,1347152.80,-57993.60,711849.50,1338.84,-,-,710510.60,-769843.10,484951.00,333567.40,151383.60,-
2001,3,March 2001,-,-,1274030.40,515002.50,759027.90,281800.70,477227.20,1263238.00,10792.40,739401.20,25849.20,-,-,713552.10,-728608.80,456952.20,320273.80,136678.40,-
2001,2,February 2001,-,-,1204777.70,466402.40,738375.30,259557.30,478818.10,1211728.70,-6950.90,702854.10,13861.30,-,-,688992.70,-709805.00,488807.10,305285.10,183522.00,-
2001,1,January 2001,-,-,1092754.30,449902.30,642852.00,261904.40,380947.60,1193036.90,-100282.50,600666.30,-44457.70,-,-,645124.00,-700948.80,398021.90,305922.40,92099.50,-
2000,12,December 2000,-,-,1036079.50,398348.40,637731.10,274010.60,363720.60,1275016.90,-238937.40,472011.70,-123989.80,-,-,596001.50,-710949.10,407891.00,310496.30,97394.70,-
2000,11,November 2000,-,-,986750.06,410750.50,575999.56,233403.95,342595.61,1107323.05,-120572.98,547755.92,-45475.44,-,-,593231.36,-668328.90,371557.95,268310.75,103247.20,-
2000,10,October 2000,-,-,984274.45,420481.20,563793.25,213736.75,350056.50,1004610.30,-20335.85,616709.49,28458.94,-,-,588250.55,-637045.34,367723.95,244832.75,122891.20,-
2000,9,September 2000,-,-,962743.77,420428.10,542315.67,204863.28,337452.39,920402.62,42341.16,612390.57,48184.37,-,-,564206.19,-570049.41,354674.28,234241.28,120433.00,-
2000,8,August 2000,-,-,948756.84,423945.50,524811.34,199990.46,324820.89,886488.88,62267.96,616221.33,49480.21,-,-,566741.12,-553953.37,327946.66,227885.56,100061.10,-
2000,7,July 2000,-,-,942642.43,404942.40,537700.03,188981.85,348718.18,927468.66,15173.78,547771.79,1515.66,-,-,546256.13,-532598.01,319854.75,213697.55,106157.20,-
2000,6,June 2000,-,-,904153.97,399043.80,505110.17,179729.86,325380.30,888657.30,15496.66,495913.93,-26413.88,-,-,522327.80,-480417.27,300132.06,203993.26,96138.80,-
2000,5,May 2000,-,-,808090.48,339374.70,468715.78,176284.96,292430.82,826484.19,-18393.72,479925.69,-24237.56,-,-,504163.25,-498319.41,324120.56,200854.16,123266.40,-
2000,4,April 2000,-,-,801187.83,332091.10,469096.73,178487.24,290609.48,811095.95,-9908.13,467656.99,-31939.64,-,-,499596.63,-477565.12,294849.14,201024.54,93824.60,-
2000,3,March 2000,-,-,795529.02,321085.80,474443.22,175892.04,298551.18,774824.29,20704.77,498532.39,20342.75,-,-,478189.64,-477827.62,286456.04,197821.04,88635.00,-
2000,2,February 2000,-,-,722772.36,308923.20,413849.16,167504.65,246344.52,797364.69,-74592.33,430562.99,-34080.22,-,-,464643.20,-505155.32,291784.65,193939.35,97845.30,-
2000,1,January 2000,-,-,648506.59,251514.70,396991.89,169746.50,227245.38,710751.70,-62245.15,473328.86,32456.58,-,-,440872.28,-535574.01,309408.70,199339.80,110068.90,-
1999,12,December 1999,-,-,699733.70,306654.90,393078.80,186456.00,206622.80,666271.20,33462.60,632010.10,176804.90,-,-,455205.20,-598547.50,283421.79,208561.10,74860.70,-
1999,11,November 1999,-,-,708324.79,316370.40,391954.39,162063.03,229891.36,630080.43,78244.36,607238.93,143517.41,-,-,463721.52,-528994.57,255997.33,180277.23,75720.10,-
1999,10,October 1999,-,-,624099.20,259360.20,364739.00,153219.38,211519.62,651688.96,-27589.77,531570.32,73666.42,-,-,457903.90,-559160.09,252365.98,170045.38,82320.60,-
1999,9,September 1999,-,-,655615.40,301678.60,353936.80,149881.30,204055.50,623997.05,31618.40,532292.07,91308.82,-,-,440983.25,-500673.67,231158.30,165872.30,65286.00,-
1999,8,August 1999,-,-,629917.00,290035.50,339881.50,143211.51,196669.99,590640.09,39276.91,558026.40,109774.54,-,-,448251.86,-518749.49,236709.11,162163.51,74545.60,-
1999,7,July 1999,-,-,621341.13,276362.20,344978.93,145270.80,199708.13,594271.58,27069.55,547764.57,112297.40,-,-,435467.17,-520695.02,239734.40,166066.30,73668.10,-
1999,6,June 1999,-,-,634937.44,269993.60,364943.84,146958.47,217985.38,608426.92,26510.52,570168.09,142759.78,-,-,427408.32,-543657.57,243082.17,169906.17,73176.00,-
1999,5,May 1999,-,-,686392.93,260934.10,425458.83,151823.81,273635.02,601553.92,84838.97,589907.65,154171.78,-,-,435735.87,-505068.68,266663.21,166494.11,100169.10,-
1999,4,April 1999,-,-,589002.28,227335.90,361666.38,142538.10,219128.28,593676.33,-4674.05,441986.83,29115.22,-,-,412871.61,-446660.88,222553.00,163336.60,59216.40,-
1999,3,March 1999,-,-,609030.07,241462.00,367568.07,150271.94,217296.13,634905.32,-25875.15,368122.90,-33229.39,-,-,401352.29,-393998.05,235075.34,170916.74,64158.60,-
1999,2,February 1999,-,-,553018.13,226501.20,326516.93,144666.78,181850.15,655483.88,-102465.75,297281.33,-106877.98,-,-,404159.31,-399747.08,207905.98,167605.98,40300.00,-
1999,1,January 1999,-,-,536013.84,215971.00,320042.84,147460.99,172581.85,664041.41,-128027.57,275652.47,-115307.50,-,-,390959.96,-403680.04,211828.49,171032.59,40795.90,-
1998,12,December 1998,-,-,525637.73,207061.80,318575.93,156716.06,161859.87,247041.61,278596.11,512490.41,139916.24,-,-,372574.17,-233894.30,216861.96,172377.76,44484.20,-
1998,11,November 1998,-,-,522233.04,222539.20,299693.84,140145.27,159548.56,274330.28,247902.76,453892.78,77480.17,-,-,376412.61,-205990.02,194434.47,154219.77,40214.70,-
1998,10,October 1998,-,-,521756.30,227011.30,294745.00,131967.40,162777.61,286595.59,235160.71,442700.43,70725.38,-,-,371975.05,-207539.72,196294.90,147404.90,48890.00,-
1998,9,September 1998,-,-,527028.76,224625.50,302403.26,129128.82,173274.44,285075.35,241953.41,392052.39,34228.13,-,-,357824.27,-150098.98,195263.12,143914.02,51349.10,-
1998,8,August 1998,-,-,500806.80,206279.20,294527.60,128911.85,165615.75,268146.73,232660.07,375587.73,7968.36,-,-,367619.37,-142927.66,180856.35,142496.95,38359.40,-
1998,7,July 1998,-,-,496124.98,208600.00,287524.98,127200.61,160324.37,271473.34,224651.63,371591.56,12160.57,-,-,359430.99,-146939.93,189210.11,140578.21,48631.90,-
1998,6,June 1998,-,-,477287.77,199969.10,277318.67,124825.23,152493.44,275325.79,201961.99,401008.15,47150.21,-,-,353857.94,-199046.16,188258.73,141687.73,46571.00,-
1998,5,May 1998,-,-,472241.28,198167.70,274073.58,126464.13,147609.45,264731.29,207509.99,390880.20,44036.51,-,-,346843.69,-183370.21,183014.53,141171.33,41843.20,-
1998,4,April 1998,-,-,471368.11,191915.80,279452.31,127782.96,151669.34,258793.21,212574.90,380142.05,42921.42,-,-,337220.63,-167567.15,191470.26,141439.26,50031.00,-
1998,3,March 1998,-,-,468043.32,195059.30,272984.02,125306.46,147677.56,254473.38,213569.94,362724.95,34801.01,-,-,327923.94,-149155.01,180292.26,137690.66,42601.60,-
1998,2,February 1998,-,-,439409.63,179737.90,259671.73,121835.58,137836.15,249688.08,189721.54,364436.08,36183.48,-,-,328252.60,-174714.54,180256.38,135081.68,45174.70,-
1998,1,January 1998,-,-,435811.72,167172.00,268639.72,125199.05,143440.68,243141.83,192669.89,403597.85,80058.79,-,-,323539.05,-210927.96,186664.25,139630.45,47033.80,-
1997,12,December 1997,-,-,429731.33,161108.40,268622.93,130668.00,137954.93,234015.68,195715.64,365870.61,46358.41,-,-,319512.21,-170154.97,334949.50,144825.10,190124.40,-
1997,11,November 1997,-,-,434393.22,178250.90,256142.32,121745.26,134397.06,226403.98,207989.25,401080.61,41005.49,-,-,360075.12,-193091.36,311160.66,131823.96,179336.70,-
1997,10,October 1997,-,-,429548.03,184585.40,244962.63,115770.82,129191.81,225113.33,204434.71,389718.85,38214.15,-,-,351504.70,-185284.14,295801.92,125338.72,170463.20,-
1997,9,September 1997,-,-,425473.68,181208.10,244265.58,113088.06,131177.52,237368.73,188104.95,378292.71,38823.87,-,-,339468.84,-190187.76,286874.36,122909.26,163965.10,-
1997,8,August 1997,-,-,408260.31,163286.20,244974.11,112061.07,132913.04,230450.78,177809.53,374108.05,42151.31,-,-,331956.74,-196298.52,286136.17,121499.07,164637.10,-
1997,7,July 1997,-,-,405113.00,167638.30,237474.70,110686.79,126787.91,223103.39,182009.61,387045.99,59944.78,-,-,327101.21,-205036.38,281349.19,119349.29,161999.90,-
1997,6,June 1997,-,-,410565.51,167505.20,243060.31,109190.43,133869.89,226031.54,184533.98,397003.88,75624.96,-,-,321378.92,-212469.90,277581.13,118658.63,158922.50,-
1997,5,May 1997,-,-,410598.69,167147.20,243451.49,109857.46,133594.04,216171.98,194426.61,414922.08,99388.32,-,-,315533.76,-220495.47,276389.06,118921.06,157468.00,-
1997,4,April 1997,-,-,409251.33,163476.50,245774.83,110383.98,135390.85,214429.33,194822.00,386703.33,86875.55,-,-,299827.78,-191881.33,291556.68,120478.48,171078.20,-
1997,3,March 1997,-,-,409906.61,167479.50,242427.11,112343.53,130083.59,204916.10,204990.50,352372.89,67468.21,-,-,284904.68,-147382.39,279749.03,119333.83,160415.20,-
1997,2,February 1997,-,-,391543.46,158564.90,232978.56,108513.34,124465.22,182890.81,208652.65,372793.62,92136.78,-,-,280656.84,-164140.97,274372.84,117180.34,157192.50,-
1997,1,January 1997,-,-,394976.36,161602.00,233374.36,111290.02,122084.35,158240.57,236735.80,359191.43,96627.25,-,-,262564.18,-122455.63,280928.72,119896.72,161032.00,-
1996,12,December 1996,-,-,370333.53,142869.10,227464.43,116120.98,111343.45,237978.48,132355.05,371079.06,110465.55,-,-,260613.51,-238724.01,178513.68,126040.28,52473.40,-
1996,11,November 1996,-,-,363404.27,148957.90,214446.37,108240.38,106205.99,150715.14,212689.14,423070.59,158734.44,-,-,264336.15,-210381.45,166917.38,115813.18,51104.20,-
1996,10,October 1996,-,-,354051.79,144445.80,209605.99,103834.15,105771.83,131691.68,222360.11,436168.32,177448.51,-,-,258719.81,-213808.21,164856.45,111485.95,53370.50,-
1996,9,September 1996,-,-,351911.29,142604.70,209306.59,103553.87,105752.72,131925.55,219985.74,431397.81,179417.38,-,-,251980.43,-211412.07,166489.07,110769.07,55720.00,-
1996,8,August 1996,-,-,352013.54,141707.00,210306.54,104530.81,105775.73,124373.49,227640.06,438426.24,193604.36,-,-,244821.88,-210786.18,165511.51,111987.31,53524.20,-
1996,7,July 1996,-,-,344504.87,138629.10,205875.77,102006.06,103869.71,121212.48,223292.38,443929.81,208923.58,-,-,235006.23,-220637.43,171828.66,109724.96,62103.70,-
1996,6,June 1996,-,-,354011.50,140761.30,213250.20,101502.12,111748.08,122222.28,231789.12,451252.74,216415.04,-,-,234837.70,-219463.62,170765.82,108282.42,62483.40,-
1996,5,May 1996,-,-,338115.31,130208.60,207906.71,102819.78,105086.94,137261.62,200853.79,412929.87,184747.04,-,-,228182.83,-212076.08,171043.68,108807.08,62236.60,-
1996,4,April 1996,-,-,343710.15,130816.00,212894.15,103580.82,109313.33,125166.45,218543.61,435322.24,206802.80,-,-,228519.44,-216778.63,166449.52,110370.02,56079.50,-
1996,3,March 1996,-,-,328714.66,125400.70,203313.96,101105.80,102208.16,119129.05,209585.61,398212.39,180252.06,-,-,217960.33,-188626.78,166030.40,106943.50,59086.90,-
1996,2,February 1996,-,-,325116.75,122362.20,202754.55,99494.27,103260.29,112015.38,213101.37,320390.05,100761.03,-,-,219629.02,-107288.68,173421.27,107522.47,65898.80,-
1996,1,January 1996,-,-,324359.90,122163.90,202196.00,100396.38,101799.63,107719.14,216640.76,408136.43,189584.97,-,-,218551.45,-191495.67,158178.48,107489.88,50688.60,-
1995,12,December 1995,-,-,318763.47,117349.00,201414.47,106843.44,94571.02,108663.01,210100.45,474361.37,263002.77,-,-,211358.60,-264260.92,167693.34,113940.84,53752.50,-
1995,11,November 1995,-,-,305461.04,116154.90,189306.14,97369.68,91936.46,108889.36,196571.79,353365.86,147517.26,-,-,205848.60,-156794.07,154159.58,103582.58,50577.00,-
1995,10,October 1995,-,-,300501.99,120601.20,179900.79,90682.34,89218.45,125663.38,174838.61,335578.26,134557.19,-,-,201021.06,-160739.65,148508.74,97707.14,50801.60,-
1995,9,September 1995,-,-,301913.37,120947.80,180965.57,89467.85,91497.73,110984.24,190929.14,360793.98,167317.32,-,-,193476.65,-169864.84,176622.05,95292.85,81329.20,-
1995,8,August 1995,-,-,303190.38,118367.80,184822.58,88459.19,96363.39,124919.44,178271.04,342827.45,153430.32,-,-,189397.13,-164556.41,146553.19,95052.89,51500.30,-
1995,7,July 1995,-,-,283823.55,116615.50,167208.05,86888.92,80319.14,124553.44,159270.12,336354.18,145843.31,-,-,190510.87,-177084.06,146112.32,93870.92,52241.40,-
1995,6,June 1995,-,-,290668.70,113569.50,177099.20,87449.39,89649.82,121273.41,169395.22,355359.74,175104.63,-,-,180255.12,-185964.52,153008.19,93622.69,59385.50,-
1995,5,May 1995,-,-,267762.84,109613.20,158149.64,86415.44,71734.20,99734.72,168028.13,363195.42,187648.79,-,-,175546.63,-195167.29,144202.94,93593.94,50609.00,-
1995,4,April 1995,-,-,277871.39,108940.10,168931.29,86916.07,82015.23,99444.93,178426.47,375525.48,210448.84,-,-,165076.64,-197099.01,158028.87,92911.67,65117.20,-
1995,3,March 1995,-,-,254523.06,96369.40,158153.66,86364.43,71789.23,105297.76,149225.29,330855.85,183781.44,-,-,147074.42,-181630.56,140885.53,91116.53,49769.00,-
1995,2,February 1995,-,-,289428.15,114792.00,174636.15,86757.39,87878.76,84111.98,205316.07,379321.12,227096.91,-,-,152224.21,-174005.05,173599.79,92529.29,81070.50,-
1995,1,January 1995,-,-,275184.87,101969.50,173215.37,85052.30,88163.07,64436.54,210748.33,379294.80,231027.60,-,-,148267.19,-168546.47,141727.50,91304.30,50423.20,-
1994,12,December 1994,-,-,266944.89,97553.40,169391.49,90601.00,78790.49,56220.28,210724.60,439113.79,288113.54,-,-,151000.26,-228389.19,151736.84,96166.50,55570.34,-
1994,11,November 1994,-,-,257854.77,97603.30,160251.47,79358.69,80892.78,35011.69,222843.08,365523.23,213007.95,-,-,152515.28,-142680.15,123402.99,84100.69,39302.30,-
